uid,nces_school_id,school,nces_district_id,district_name,date,school_year,year,time,day_of_week,city,state,school_type,enrollment,killed,injured,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude,School.1,Year.1,Date.1,Time.1,City.1,State.1,Killed.1,Injured.1,Longitude.1,Latitude.1,School,Year,Date,Time,City,State,Killed,Injured,Longitude,Latitude
131,483306003674,North Forest High School,4833060.0,North Forest ISD,1/10/2012,2011-2012,2012,12:30 PM,Tuesday,Houston,Texas,public,1274,0,1,1,targeted,18.0,m,,student,0.0,,,,,,,,8.0,868.0,395,0.0,2.0,1.0,0.0,1,handgun,,29.868788,-95.26259,88.68,9,12,1271,Harris County,48,48201,11.0,North Forest High School,2012,1/10/2012,12:30 PM,Houston,Texas,0,1,-95.26259,29.868788,North Forest High School,2012,1/10/2012,12:30 PM,Houston,Texas,0,1,-95.26259,29.868788,North Forest High School,2012,1/10/2012,12:30 PM,Houston,Texas,0,1,-95.26259,29.868788
132,330299000122,Walpole Elementary School,3302990.0,Fall Mountain Regional School District,2/10/2012,2011-2012,2012,11:00 AM,Friday,Walpole,New Hampshire,public,149,0,0,0,public suicide (attempted),14.0,m,,student,0.0,,,,,,,,139.0,0.0,5,1.0,1.0,0.0,3.0,0,20-gauge shotgun,,43.078915,-72.426439,15.3,5,8,42,Cheshire County,33,33005,42.0,Walpole Elementary School,2012,2/10/2012,11:00 AM,Walpole,New Hampshire,0,0,-72.426439,43.078915,Walpole Elementary School,2012,2/10/2012,11:00 AM,Walpole,New Hampshire,0,0,-72.426439,43.078915,Walpole Elementary School,2012,2/10/2012,11:00 AM,Walpole,New Hampshire,0,0,-72.426439,43.078915
133,530066000135,Armin Jahr Elementary School,5300660.0,Bremerton School District,2/22/2012,2011-2012,2012,1:30 PM,Wednesday,Bremerton,Washington,public,411,0,1,1,accidental,9.0,m,w,student,0.0,,,,,,,,193.0,24.0,69,19.0,5.0,22.0,79.0,0,.45 caliber handgun,mother,47.593761,-122.63622,25.16,KG,5,310,Kitsap County,53,53035,13.0,Armin Jahr Elementary School,2012,2/22/2012,1:30 PM,Bremerton,Washington,0,1,-122.63622,47.593761,Armin Jahr Elementary School,2012,2/22/2012,1:30 PM,Bremerton,Washington,0,1,-122.63622,47.593761,Armin Jahr Elementary School,2012,2/22/2012,1:30 PM,Bremerton,Washington,0,1,-122.63622,47.593761
134,390471802789,Chardon High School,3904718.0,Chardon Local,2/27/2012,2011-2012,2012,7:30 AM,Monday,Chardon,Ohio,public,1058,3,3,6,indiscriminate,17.0,m,w,"student at neighboring school, rode bus with some victims",0.0,,,,,,,,1028.0,5.0,9,4.0,4.0,0.0,8.0,0,Ruger MK III .22 caliber semi-automatic handgun,uncle,41.591297,-81.199958,58.0,9,12,193,Geauga County,39,39055,31.0,Chardon High School,2012,2/27/2012,7:30 AM,Chardon,Ohio,3,3,-81.199958,41.591297,Chardon High School,2012,2/27/2012,7:30 AM,Chardon,Ohio,3,3,-81.199958,41.591297,Chardon High School,2012,2/27/2012,7:30 AM,Chardon,Ohio,3,3,-81.199958,41.591297
135,259508,Episcopal School of Jacksonville,,,3/6/2012,2011-2012,2012,1:15 PM,Tuesday,Jacksonville,Florida,private,869,1,0,1,targeted,28.0,m,w,fired teacher,1.0,suicide,,,,,,,753.0,44.0,25,5.0,3.0,0.0,39.0,0,AK-47 assault-style rifle,legally purchased at gun show,30.308617,-81.617917,92.8,6,12,,Duval County,12,12031,11.0,Episcopal School of Jacksonville,2012,3/6/2012,1:15 PM,Jacksonville,Florida,1,0,-81.617917,30.308617,Episcopal School of Jacksonville,2012,3/6/2012,1:15 PM,Jacksonville,Florida,1,0,-81.617917,30.308617,Episcopal School of Jacksonville,2012,3/6/2012,1:15 PM,Jacksonville,Florida,1,0,-81.617917,30.308617
136,010237000962,LeFlore High School,102370.0,Mobile County,3/15/2012,2011-2012,2012,10:50 AM,Thursday,Mobile,Alabama,public,921,0,0,0,targeted,16.0,m,b,suspended student from different campus,0.0,,15.0,m,,,0.0,,5.0,912.0,2,0.0,1.0,0.0,1.0,0,handgun,,30.714209,-88.086526,56.0,8,12,774,Mobile County,1,1097,12.0,LeFlore High School,2012,3/15/2012,10:50 AM,Mobile,Alabama,0,0,-88.086526,30.714209,LeFlore High School,2012,3/15/2012,10:50 AM,Mobile,Alabama,0,0,-88.086526,30.714209,LeFlore High School,2012,3/15/2012,10:50 AM,Mobile,Alabama,0,0,-88.086526,30.714209
137,370072002474,Mary Scroggs Elementary School,3700720.0,Chapel Hill-Carrboro Schools,5/25/2012,2011-2012,2012,2:00 PM,Friday,Chapel Hill,North Carolina,public,614,1,0,1,targeted,49.0,m,,parent of students,0.0,,,,,,,,325.0,32.0,106,66.0,1.0,0.0,84.0,0,Charter Arms .44 Bulldog revolver,,35.879122,-79.068506,42.73,KG,5,135,Orange County,37,37135,13.0,Mary Scroggs Elementary School,2012,5/25/2012,2:00 PM,Chapel Hill,North Carolina,1,0,-79.068506,35.879122,Mary Scroggs Elementary School,2012,5/25/2012,2:00 PM,Chapel Hill,North Carolina,1,0,-79.068506,35.879122,Mary Scroggs Elementary School,2012,5/25/2012,2:00 PM,Chapel Hill,North Carolina,1,0,-79.068506,35.879122
138,240012000446,Perry Hall High School,2400120.0,Baltimore County Public Schools,8/27/2012,2012-2013,2012,10:45 AM,Monday,Baltimore,Maryland,public,2209,0,1,1,indiscriminate,15.0,m,w,student,0.0,,,,,,,,1361.0,508.0,79,213.0,2.0,1.0,45.0,1,shotgun,,39.39186,-76.466091,129.6,9,12,550,Baltimore County,24,24005,21.0,Perry Hall High School,2012,8/27/2012,10:45 AM,Baltimore,Maryland,0,1,-76.466091,39.39186,Perry Hall High School,2012,8/27/2012,10:45 AM,Baltimore,Maryland,0,1,-76.466091,39.39186,Perry Hall High School,2012,8/27/2012,10:45 AM,Baltimore,Maryland,0,1,-76.466091,39.39186
139,172862003002,Normal Community High School,1728620.0,Mclean County USD 5,9/7/2012,2012-2013,2012,8:00 AM,Friday,Normal,Illinois,public,1895,0,0,0,indiscriminate,14.0,m,w,student,0.0,,,,,,,,1314.0,196.0,145,124.0,8.0,5.0,103.0,0,.22-caliber Ruger pistol,,40.533285,-88.914486,164.0,9,12,409,Mclean County,17,17113,41.0,Normal Community High School,2012,9/7/2012,8:00 AM,Normal,Illinois,0,0,-88.914486,40.533285,Normal Community High School,2012,9/7/2012,8:00 AM,Normal,Illinois,0,0,-88.914486,40.533285,Normal Community High School,2012,9/7/2012,8:00 AM,Normal,Illinois,0,0,-88.914486,40.533285
140,090291000617,Sandy Hook Elementary School,902910.0,Newtown School District,12/14/2012,2012-2013,2012,9:35 AM,Friday,Newtown,Connecticut,public,454,26,2,28,indiscriminate,20.0,m,w,former student,1.0,suicide,,,,,,,389.0,15.0,22,23.0,0.0,0.0,5.0,0,Bushmaster XM15-E2S rifle,mother,41.41978,-73.277751,35.76,KG,4,23,Fairfield County,9,9001,22.0,Sandy Hook Elementary School,2012,12/14/2012,9:35 AM,Newtown,Connecticut,26,2,-73.277751,41.41978,Sandy Hook Elementary School,2012,12/14/2012,9:35 AM,Newtown,Connecticut,26,2,-73.277751,41.41978,Sandy Hook Elementary School,2012,12/14/2012,9:35 AM,Newtown,Connecticut,26,2,-73.277751,41.41978
141,A0300763,Apostolic Revival Center and Christian School,,,1/7/2013,2012-2013,2013,11:00 AM,Monday,Fort Myers,Florida,private,22,1,0,1,targeted,,,,,0.0,,,,,,,,0.0,22.0,0,0.0,0.0,0.0,0.0,0,,,26.64062,-81.834212,3.0,PK,7,,Lee County,12,12071,13.0,Apostolic Revival Center and Christian School,2013,1/7/2013,11:00 AM,Fort Myers,Florida,1,0,-81.834212,26.64062,Apostolic Revival Center and Christian School,2013,1/7/2013,11:00 AM,Fort Myers,Florida,1,0,-81.834212,26.64062,Apostolic Revival Center and Christian School,2013,1/7/2013,11:00 AM,Fort Myers,Florida,1,0,-81.834212,26.64062
142,063873006511,Taft Union High School,638730.0,Taft Union High,1/10/2013,2012-2013,2013,9:00 AM,Thursday,Taft,California,public,939,0,2,2,targeted,16.0,m,w,student,0.0,,,,,,,,487.0,9.0,384,6.0,22.0,12.0,19.0,0,12-gauge shotgun,older brother,35.146256,-119.460383,62.89,9,12,502,Kern County,6,6029,32.0,Taft Union High School,2013,1/10/2013,9:00 AM,Taft,California,0,2,-119.460383,35.146256,Taft Union High School,2013,1/10/2013,9:00 AM,Taft,California,0,2,-119.460383,35.146256,Taft Union High School,2013,1/10/2013,9:00 AM,Taft,California,0,2,-119.460383,35.146256
143,130012000060,Price Middle School,1300120.0,Atlanta Public Schools,1/31/2013,2012-2013,2013,1:50 PM,Thursday,Atlanta,Georgia,public,403,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,0.0,380.0,20,0.0,0.0,0.0,3.0,1,small-caliber handgun,,33.708772,-84.387442,36.0,6,8,384,Fulton County,13,13121,11.0,Price Middle School,2013,1/31/2013,1:50 PM,Atlanta,Georgia,0,1,-84.387442,33.708772,Price Middle School,2013,1/31/2013,1:50 PM,Atlanta,Georgia,0,1,-84.387442,33.708772,Price Middle School,2013,1/31/2013,1:50 PM,Atlanta,Georgia,0,1,-84.387442,33.708772
144,1056711,La Salle High School,,,4/29/2013,2012-2013,2013,8:00 AM,Monday,Cincinnati,Ohio,private,708,0,0,0,public suicide,17.0,m,,student,0.0,,,,,,,,613.0,71.0,4,3.0,0.0,0.0,17.0,0,.45-caliber semi-automatic handgun,family member,39.189162,-84.586704,40.1,9,12,,Hamilton County,39,39061,21.0,La Salle High School,2013,4/29/2013,8:00 AM,Cincinnati,Ohio,0,0,-84.586704,39.189162,La Salle High School,2013,4/29/2013,8:00 AM,Cincinnati,Ohio,0,0,-84.586704,39.189162,La Salle High School,2013,4/29/2013,8:00 AM,Cincinnati,Ohio,0,0,-84.586704,39.189162
145,120039000578,Redland Middle School,1200390.0,Dade,5/23/2013,2012-2013,2013,,Thursday,Homestead,Florida,public,493,0,1,1,accidental,11.0,m,,student,0.0,,,,,,,,44.0,185.0,257,3.0,0.0,0.0,4.0,0,.38 caliber handgun,,25.5369,-80.453001,30.0,6,8,448,Miami-Dade County,12,12086,41.0,Redland Middle School,2013,5/23/2013,,Homestead,Florida,0,1,-80.453001,25.5369,Redland Middle School,2013,5/23/2013,,Homestead,Florida,0,1,-80.453001,25.5369,Redland Middle School,2013,5/23/2013,,Homestead,Florida,0,1,-80.453001,25.5369
146,130174003766,Ronald E. McNair Discovery Learning Academy,1301740.0,Dekalb County,8/20/2013,2013-2014,2013,12:51 PM,Tuesday,Decatur,Georgia,public,822,0,0,0,targeted and indiscriminate,20.0,m,w,none apparent,0.0,,,,,,,,9.0,786.0,23,0.0,0.0,0.0,4.0,0,".762-caliber AK-47-style weapon, manufactured by Romarm/Cugar",acquaintence of shooter,33.7273,-84.3068,47.8,PK,5,810,Dekalb County,13,13089,21.0,Ronald E. McNair Discovery Learning Academy,2013,8/20/2013,12:51 PM,Decatur,Georgia,0,0,-84.3068,33.7273,Ronald E. McNair Discovery Learning Academy,2013,8/20/2013,12:51 PM,Decatur,Georgia,0,0,-84.3068,33.7273,Ronald E. McNair Discovery Learning Academy,2013,8/20/2013,12:51 PM,Decatur,Georgia,0,0,-84.3068,33.7273
147,370150000592,Carver High School,3701500.0,Winston Salem/Forsyth County Schools,8/30/2013,2013-2014,2013,2:25 PM,Friday,Winston-Salem,North Carolina,public,565,0,1,1,targeted,18.0,m,b,student,0.0,,,,,,,,23.0,411.0,96,4.0,2.0,1.0,28.0,1,.38 caliber handgun,,36.1343,-80.2066,43.01,9,12,502,Forsyth County,37,37067,12.0,Carver High School,2013,8/30/2013,2:25 PM,Winston-Salem,North Carolina,0,1,-80.2066,36.1343,Carver High School,2013,8/30/2013,2:25 PM,Winston-Salem,North Carolina,0,1,-80.2066,36.1343,Carver High School,2013,8/30/2013,2:25 PM,Winston-Salem,North Carolina,0,1,-80.2066,36.1343
148,A0300751,Agape Christian Academy,,,10/4/2013,2013-2014,2013,2:00 PM,Friday,Pine Hills,Florida,private,331,0,2,2,targeted,,,,none,0.0,,,,,,,,3.0,259.0,4,0.0,0.0,65.0,0.0,0,,,28.57586,-81.475051,22.0,K,12,,Orange County,12,12095,21.0,Agape Christian Academy,2013,10/4/2013,2:00 PM,Pine Hills,Florida,0,2,-81.475051,28.57586,Agape Christian Academy,2013,10/4/2013,2:00 PM,Pine Hills,Florida,0,2,-81.475051,28.57586,Agape Christian Academy,2013,10/4/2013,2:00 PM,Pine Hills,Florida,0,2,-81.475051,28.57586
149,480894000327,Lanier High School,4808940.0,Austin ISD,10/15/2013,2013-2014,2013,12:04 PM,Tuesday,Austin,Texas,public,1554,0,0,0,public suicide,16.0,m,h,student,1.0,suicide,,,,,,,61.0,138.0,1273,51.0,15.0,0.0,16.0,1,handgun,,30.3606,-97.708,108.34,9,12,613,Travis County,48,48453,11.0,Lanier High School,2013,10/15/2013,12:04 PM,Austin,Texas,0,0,-97.708,30.3606,Lanier High School,2013,10/15/2013,12:04 PM,Austin,Texas,0,0,-97.708,30.3606,Lanier High School,2013,10/15/2013,12:04 PM,Austin,Texas,0,0,-97.708,30.3606
150,320048000247,Sparks Middle School,3200480.0,Washoe County School District,10/21/2013,2013-2014,2013,7:15 AM,Monday,Sparks,Nevada,public,721,1,2,3,indiscriminate,12.0,m,h,student,1.0,suicide,,,,,,,146.0,13.0,501,26.0,4.0,9.0,22.0,0,Ruger SR9C semi-automatic handgun (9mm),father,39.5517,-119.7694,35.0,7,8,538,Washoe County,32,32031,21.0,Sparks Middle School,2013,10/21/2013,7:15 AM,Sparks,Nevada,1,2,-119.7694,39.5517,Sparks Middle School,2013,10/21/2013,7:15 AM,Sparks,Nevada,1,2,-119.7694,39.5517,Sparks Middle School,2013,10/21/2013,7:15 AM,Sparks,Nevada,1,2,-119.7694,39.5517
151,060846000845,Newman Elementary School,608460.0,Chino Valley Unified,10/23/2013,2013-2014,2013,11:14 AM,Wednesday,Chino,California,public,745,0,3,3,accidental,8.0,m,,student,0.0,,,,,,,,75.0,17.0,627,21.0,0.0,0.0,5.0,1,AR-15,police weapon,34.0271,-117.7144,25.5,KG,6,543,San Bernardino County,6,6071,13.0,Newman Elementary School,2013,10/23/2013,11:14 AM,Chino,California,0,3,-117.7144,34.0271,Newman Elementary School,2013,10/23/2013,11:14 AM,Chino,California,0,3,-117.7144,34.0271,Newman Elementary School,2013,10/23/2013,11:14 AM,Chino,California,0,3,-117.7144,34.0271
152,120144001454,West Orange High School,1201440.0,Orange,12/4/2013,2013-2014,2013,1:15 PM,Wednesday,Winter Garden,Florida,public,3749,0,1,1,targeted,17.0,m,b,student,0.0,,,,,,,,1927.0,594.0,898,211.0,28.0,11.0,80.0,1,,,28.5428,-81.5673,158.0,9,12,1255,Orange County,12,12095,21.0,West Orange High School,2013,12/4/2013,1:15 PM,Winter Garden,Florida,0,1,-81.5673,28.5428,West Orange High School,2013,12/4/2013,1:15 PM,Winter Garden,Florida,0,1,-81.5673,28.5428,West Orange High School,2013,12/4/2013,1:15 PM,Winter Garden,Florida,0,1,-81.5673,28.5428
153,080531000873,Arapahoe High School,805310.0,"Littleton, School District No. 6, In The County Of Arapahoe",12/13/2013,2013-2014,2013,12:30 PM,Friday,Centennial,Colorado,public,2273,1,0,1,targeted,18.0,m,w,student,1.0,suicide,,,,,,,1879.0,26.0,225,57.0,9.0,3.0,74.0,1,Savage Arms Stevens Model 320 pump-action shotgun,legally purchased by shooter at Cabela's,39.5817,-104.9628,98.96,9,12,200,Arapahoe County,8,8005,21.0,Arapahoe High School,2013,12/13/2013,12:30 PM,Centennial,Colorado,1,0,-104.9628,39.5817,Arapahoe High School,2013,12/13/2013,12:30 PM,Centennial,Colorado,1,0,-104.9628,39.5817,Arapahoe High School,2013,12/13/2013,12:30 PM,Centennial,Colorado,1,0,-104.9628,39.5817
154,470258002032,Liberty Technology Magnet High School,4702580.0,Madison County,1/9/2014,2013-2014,2014,2:21 PM,Thursday,Jackson,Tennessee,public,802,0,1,1,targeted,16.0,m,b,student,0.0,,,,,,,,275.0,503.0,15,2.0,2.0,0.0,5.0,0,handgun,,35.675,-88.7593,60.3,9,12,561,Madison County,47,47113,41.0,Liberty Technology Magnet High School,2014,1/9/2014,2:21 PM,Jackson,Tennessee,0,1,-88.7593,35.675,Liberty Technology Magnet High School,2014,1/9/2014,2:21 PM,Jackson,Tennessee,0,1,-88.7593,35.675,Liberty Technology Magnet High School,2014,1/9/2014,2:21 PM,Jackson,Tennessee,0,1,-88.7593,35.675
155,350225000506,Berrendo Middle School,3502250.0,Roswell Independent Schools,1/14/2014,2013-2014,2014,7:30 AM,Tuesday,Roswell,New Mexico,public,632,0,3,3,targeted,12.0,m,w,student,0.0,,,,,,,,311.0,6.0,302,9.0,1.0,2.0,1.0,1,shotgun,,33.4736,-104.5115,36.5,6,8,365,Chaves County,35,35005,41.0,Berrendo Middle School,2014,1/14/2014,7:30 AM,Roswell,New Mexico,0,3,-104.5115,33.4736,Berrendo Middle School,2014,1/14/2014,7:30 AM,Roswell,New Mexico,0,3,-104.5115,33.4736,Berrendo Middle School,2014,1/14/2014,7:30 AM,Roswell,New Mexico,0,3,-104.5115,33.4736
156,421314005056,King Elementary School,4213140.0,Lancaster SD,1/15/2014,2013-2014,2014,2:48 PM,Wednesday,Lancaster,Pennsylvania,public,540,0,0,0,unclear,,,,,0.0,,,,,,,,20.0,69.0,425,7.0,0.0,0.0,19.0,1,handgun,,40.0344,-76.2998,40.2,PK,5,498,Lancaster County,42,42071,13.0,King Elementary School,2014,1/15/2014,2:48 PM,Lancaster,Pennsylvania,0,0,-76.2998,40.0344,King Elementary School,2014,1/15/2014,2:48 PM,Lancaster,Pennsylvania,0,0,-76.2998,40.0344,King Elementary School,2014,1/15/2014,2:48 PM,Lancaster,Pennsylvania,0,0,-76.2998,40.0344
157,420007800563,Delaware Valley Charter School,4200078.0,Delaware Valley CHS,1/17/2014,2013-2014,2014,3:20 PM,Friday,Philadelphia,Pennsylvania,public,680,0,2,2,accidental or targeted,17.0,m,b,student,0.0,,,,,,,,0.0,675.0,5,0.0,0.0,0.0,0.0,1,handgun,purchased from friend,40.0331,-75.1446,42.0,9,12,512,Philadelphia County,42,42101,11.0,Delaware Valley Charter School,2014,1/17/2014,3:20 PM,Philadelphia,Pennsylvania,0,2,-75.1446,40.0331,Delaware Valley Charter School,2014,1/17/2014,3:20 PM,Philadelphia,Pennsylvania,0,2,-75.1446,40.0331,Delaware Valley Charter School,2014,1/17/2014,3:20 PM,Philadelphia,Pennsylvania,0,2,-75.1446,40.0331
158,,Rebound High School,1708370.0,Carbondale CHSD 165,1/27/2014,2013-2014,2014,12:00 PM,Monday,Carbondale,Illinois,public,100,0,1,1,targeted,18.0,m,b,student,0.0,,,,,,,,,,,,,,,0,handgun,,37.727439,-89.227812,,9,12,,Jackson County,17,17077,13.0,Rebound High School,2014,1/27/2014,12:00 PM,Carbondale,Illinois,0,1,-89.227812,37.727439,Rebound High School,2014,1/27/2014,12:00 PM,Carbondale,Illinois,0,1,-89.227812,37.727439,Rebound High School,2014,1/27/2014,12:00 PM,Carbondale,Illinois,0,1,-89.227812,37.727439
159,150003000186,President Theodore Roosevelt High,1500030.0,Hawaii Department Of Education,1/28/2014,2013-2014,2014,8:30 AM,Tuesday,Honolulu,Hawaii,public,1416,0,1,1,targeted,,,,police officer,0.0,,,,,,,,72.0,17.0,36,846.0,6.0,338.0,97.0,0,,department issued,21.3104,-157.8372,77.0,9,12,588,Honolulu County,15,15003,11.0,President Theodore Roosevelt High,2014,1/28/2014,8:30 AM,Honolulu,Hawaii,0,1,-157.8372,21.3104,President Theodore Roosevelt High,2014,1/28/2014,8:30 AM,Honolulu,Hawaii,0,1,-157.8372,21.3104,President Theodore Roosevelt High,2014,1/28/2014,8:30 AM,Honolulu,Hawaii,0,1,-157.8372,21.3104
160,410198000270,Bend High School,4101980.0,Bend-Lapine Administrative SD 1,2/7/2014,2013-2014,2014,12:00 PM,Friday,Bend,Oregon,public,1642,0,0,0,public suicide,17.0,m,,student,1.0,suicide,,,,,,,1368.0,21.0,180,25.0,23.0,4.0,21.0,0,hunting rifle,legally owned by shooter,44.0523,-121.2959,62.77,9,12,1368,Deschutes County,41,41017,13.0,Bend High School,2014,2/7/2014,12:00 PM,Bend,Oregon,0,0,-121.2959,44.0523,Bend High School,2014,2/7/2014,12:00 PM,Bend,Oregon,0,0,-121.2959,44.0523,Bend High School,2014,2/7/2014,12:00 PM,Bend,Oregon,0,0,-121.2959,44.0523
161,370405002253,Salisbury High School,3704050.0,Rowan-Salisbury Schools,2/10/2014,2013-2014,2014,2:41 PM,Monday,Salisbury,North Carolina,public,858,0,1,1,targeted,17.0,m,b,,0.0,,,,,,,,274.0,399.0,140,22.0,5.0,0.0,18.0,1,9mm gun (type unknown),,35.6648,-80.4849,54.53,9,12,577,Rowan County,37,37159,22.0,Salisbury High School,2014,2/10/2014,2:41 PM,Salisbury,North Carolina,0,1,-80.4849,35.6648,Salisbury High School,2014,2/10/2014,2:41 PM,Salisbury,North Carolina,0,1,-80.4849,35.6648,Salisbury High School,2014,2/10/2014,2:41 PM,Salisbury,North Carolina,0,1,-80.4849,35.6648
162,291640003220,Success Academy,2916400.0,Kansas City 33,2/20/2014,2013-2014,2014,10:30 AM,Thursday,Raytown,Missouri,public,175,1,0,1,targeted,42.0,m,b,father of student,0.0,,,,,,,,,,,,,,,0,.45-caliber handgun ,legally purchased at pawn shop that morning,39.094,-94.5688,28.4,KG,12,,Jackson County,29,29095,11.0,Success Academy,2014,2/20/2014,10:30 AM,Raytown,Missouri,1,0,-94.5688,39.094,Success Academy,2014,2/20/2014,10:30 AM,Raytown,Missouri,1,0,-94.5688,39.094,Success Academy,2014,2/20/2014,10:30 AM,Raytown,Missouri,1,0,-94.5688,39.094
163,130228000967,Benjamin Banneker High School,1302280.0,Fulton County,3/25/2014,2013-2014,2014,1:00 PM,Tuesday,College Park,Georgia,public,1537,0,0,0,targeted,,,,,0.0,,,,,,,,3.0,1483.0,41,2.0,1.0,0.0,7.0,1,,,33.593,-84.5176,100.7,9,12,1376,Fulton County,13,13121,21.0,Benjamin Banneker High School,2014,3/25/2014,1:00 PM,College Park,Georgia,0,0,-84.5176,33.593,Benjamin Banneker High School,2014,3/25/2014,1:00 PM,College Park,Georgia,0,0,-84.5176,33.593,Benjamin Banneker High School,2014,3/25/2014,1:00 PM,College Park,Georgia,0,0,-84.5176,33.593
164,370001201495,D. H. Conley High School,3700012.0,Pitt County Schools,4/9/2014,2013-2014,2014,1:30 PM,Wednesday,Greenville,North Carolina,public,1591,0,0,0,indiscriminate,17.0,m,b,student at rival school,0.0,,17.0,m,w,student at rival school,0.0,,973.0,395.0,138,27.0,5.0,0.0,53.0,0,.45-caliber handgun,,35.5306,-77.3248,87.89,9,12,528,Pitt County,37,37147,41.0,D. H. Conley High School,2014,4/9/2014,1:30 PM,Greenville,North Carolina,0,0,-77.3248,35.5306,D. H. Conley High School,2014,4/9/2014,1:30 PM,Greenville,North Carolina,0,0,-77.3248,35.5306,D. H. Conley High School,2014,4/9/2014,1:30 PM,Greenville,North Carolina,0,0,-77.3248,35.5306
165,411052001009,Reynolds High School,4110520.0,Reynolds SD 7,6/10/2014,2013-2014,2014,8:07 AM,Tuesday,Troutdale,Oregon,public,2806,1,1,2,indiscriminate,15.0,m,w,student,1.0,suicide,,,,,,,1208.0,231.0,917,263.0,21.0,41.0,125.0,1,M4 AR-15 rifle,brother,45.5285,-122.4026,106.78,9,12,1744,Multnomah County,41,41051,21.0,Reynolds High School,2014,6/10/2014,8:07 AM,Troutdale,Oregon,1,1,-122.4026,45.5285,Reynolds High School,2014,6/10/2014,8:07 AM,Troutdale,Oregon,1,1,-122.4026,45.5285,Reynolds High School,2014,6/10/2014,8:07 AM,Troutdale,Oregon,1,1,-122.4026,45.5285
166,120039005495,Stellar Leadership Academy,1200390.0,Dade,9/9/2014,2014-2015,2014,,Tuesday,Miami,Florida,public,233,0,1,1,targeted,,,,,0.0,,,,,,,,0.0,204.0,29,0.0,0.0,0.0,0.0,0,,,25.84814,-80.243461,13.0,9,12,62,Miami-Dade County,12,12086,21.0,Stellar Leadership Academy,2014,9/9/2014,,Miami,Florida,0,1,-80.243461,25.84814,Stellar Leadership Academy,2014,9/9/2014,,Miami,Florida,0,1,-80.243461,25.84814,Stellar Leadership Academy,2014,9/9/2014,,Miami,Florida,0,1,-80.243461,25.84814
167,210299000628,Fern Creek High School,2102990.0,Jefferson County,9/30/2014,2014-2015,2014,1:00 PM,Tuesday,Louisville,Kentucky,public,1545,0,1,1,targeted,16.0,m,b,student,0.0,,,,,,,,716.0,577.0,136,73.0,1.0,1.0,41.0,1,handgun,,38.156605,-85.592357,82.9,9,12,930,Jefferson County,21,21111,11.0,Fern Creek High School,2014,9/30/2014,1:00 PM,Louisville,Kentucky,0,1,-85.592357,38.156605,Fern Creek High School,2014,9/30/2014,1:00 PM,Louisville,Kentucky,0,1,-85.592357,38.156605,Fern Creek High School,2014,9/30/2014,1:00 PM,Louisville,Kentucky,0,1,-85.592357,38.156605
