School,Type,Date,City,State,Time,Latitude,Longitude
McClain High School,High,2016-09-02,Tulsa,OK,9:15 PM,36.1563122,-95.9927516
Detroit Collegiate Preparatory High School,High,2016-09-07,Detroit,MI,7:00 AM,42.3315509,-83.0466403
Alpine High School,High,2016-09-08,Alpine,TX,9:00 AM,30.3602181,-103.6628596
Cedar Rapids Jefferson High School,High,2016-09-09,Cedar Rapids,IA,7:55 AM,41.9758872,-91.6704053
Small Athletic Field (William Penn Senior High School game),High,2016-09-09,York,PA,9:30 PM,39.9624588,-76.7277218
T A Wilson Academy (bus),High,2016-09-26,Jackson,MS,2:30 PM,32.2998686,-90.1830408
Elder High School,High,2016-09-27,Cincinnati,OH,9:30 PM,39.1014537,-84.5124602
Sycamore Middle School,Middle,2016-09-28,Pleasant View,TN,10:00:00,36.3942164,-87.0366685
Townville Elementary School,Elementary,2016-09-28,Townville,SC,1:45 PM,34.5637137,-82.8984775
Christ of King Jesuit College Prep (bus),High,2016-09-30,Chicago,IL,5:30 PM,41.8755616,-87.6244212
Dunbar HIgh School,High,2016-10-06,Fort Worth,TX,7:30 PM,32.753177,-97.3327459
Vigor High School,High,2016-10-11,Mobile,AL,3:45 PM,30.6913462,-88.0437509
Linden McKinley STEM Academy,High,2016-10-13,Columbus,OH,2:40 PM,39.9622601,-83.0007065
Benjamin E. Mays High School,High,2016-10-15,Atlanta,GA,,33.7489924,-84.3902644
June Jordan High School for Equity,High,2016-10-18,San Francisco,CA,3:20 PM,37.7792588,-122.4193286
Union Middle School,Middle,2016-10-25,Sandy,UT,3:00 PM,40.5710454,-111.8953815
Grand Junction High School,High,2016-11-02,Grand Junction,CO,3:00 PM,39.0672568,-108.56448
Berthoud High School,High,2016-11-03,Berthoud,CO,,40.329325,-105.12586852862597
Bay City Western High School,High,2016-11-11,Auburn,MI,12:30 PM,43.603358,-84.069705
Crossroads Elementary School,Elementary,2016-11-17,St. Paul,MN,8:40 AM,44.9497487,-93.0931028
Mueller Park Junior High School,Junior High,2016-12-01,Bountiful,UT,8:13 AM,40.8894611,-111.8804817
Bayless High School,High,2016-12-09,St. Louis,MO,7:15 PM,38.6280278,-90.1910154
Hug High School,High,2016-12-09,Reno,NV,11:25 AM,39.5261206,-119.8126581
Samuel W. Wolfson High School,High,2016-12-16,Jacksonville,FL,14:50:00,30.3321838,-81.655651
Lake Forest South Elementary School,Elementary,2017-01-01,Harrington,DE,4:00 PM,38.9237244,-75.5777033
Alexander City Middle School,Middle,2017-01-10,Alexander City,AL,1:00 PM,32.944012,-85.9538532
Franklin County Elementary School,Elementary,2017-01-17,Eastpoint,FL,,29.736601,-84.8785185
West Liberty-Salem High School,High,2017-01-20,West Liberty,OH,07:36:00,40.2522771,-83.7557663
South Aiken High School,High,2017-01-27,Aiken,SC,21:00:00,33.5616173,-81.7224579
Thomas G Scullen Middle School,Middle,2017-01-27,Naperville,IL,20:00:00,37.8713408,43.9433089
Scotlandville Magnet High School,High,2017-02-06,Baton Rouge,LA,12:00 PM,30.4494155,-91.1869659
Maplewood Middle School,Middle,2017-02-18,Maplewood,MN,6:00 AM,45.0082216,-93.0456985
Robert E. Lee High School,High,2017-03-16,Montgomery,AL,15:00:00,32.3669656,-86.3006485
King City High School,High,2017-03-21,King City,CA,11:00 AM,36.226559,-121.15856617878941
Linton Middle School,Middle,2017-03-28,Penn Hills,PA,4:30 PM,40.4729398,-79.8176723
North Park Elementary School,Elementary,2017-04-10,San Bernardino,CA,10:30 AM,34.1081621,-117.28946
Booker T. Washington High School,High,2017-04-15,Tulsa,OK,9:05 PM,36.1563122,-95.9927516
Menlo Park Elementary School,Elementary,2017-04-15,Portland,OR,12:42:00,45.5202471,-122.674194
Moss Bluff Elementary School,Elementary,2017-05-15,Lake Charles,LA,7:50 AM,30.2305095,-93.2169807
Kerbyville High School,High,2017-05-23,Kirbyville,TX,4:00 PM,30.6604815,-93.8926809
Greensboro High School,High,2017-05-24,Greensboro,AL,11:30 AM,32.7045753,-87.5958396
McMillan Middle School,Middle,2017-05-24,Omaha,NE,8:00 PM,41.2587459,-95.9383758
McLain High School,High,2017-05-26,Tulsa,OK,,36.1563122,-95.9927516
Warren Elementary School,Elementary,2017-06-16,Chicago,IL,1:51 PM,41.8755616,-87.6244212
Wilson High School,High,2017-06-22,Florence,SC,8:00 AM,34.1984435,-79.7671658
Hickman Academy Preparatory School,High,2017-07-19,Milwaukee,WI,9:00 PM,43.0349931,-87.922497
Spanish Fork High School,High,2017-07-21,Spanish Fork,UT,2:30 AM,40.1150133,-111.6547774
Bazemore-Hyder Stadium (Valdosta High School),High,2017-08-01,Valdosta,GA,12:45 AM,30.8327022,-83.2784851
Hudson County School Bus,,2017-08-13,Hudson,NY,,42.2528649,-73.790959
Lithia Spring High,High,2017-08-17,Lithia Springs,GA,7:15 AM,33.7939953,-84.6604899
Arroyo Valley High School,High,2017-08-31,San Bernardino,CA,9:00 PM,34.1081621,-117.28946
Columbus Scioto 6-12,6-12,2017-09-08,Columbus,OH,8:33 AM,39.9622601,-83.0007065
North Little Rock High School,High,2017-09-08,North Little Rock,AR,,34.769536,-92.2670941
Freeman High School,High,2017-09-13,Rockford,WA,10:00:00,47.4521207,-117.130747
Mattoon High School,High,2017-09-20,Mattoon,IL,11:30:00,39.4842821,-88.3773279
Southern Middle School,Middle,2017-09-28,Lexington,KY,19:30:00,38.0464066,-84.4970393
Lees Summit North High School,High,2017-09-29,Lees Summit,MO,8:45 AM,38.9125218,-94.3799126
Sun Valley High School,High,2017-09-29,Los Angeles,CA,3:29 PM,34.0536909,-118.242766
Purchase Line Elementary School,Elementary,2017-09-30,Commodore,PA,11:00 PM,40.7131207,-78.9433646
Charlotte School Bus,,2017-10-12,Charlotte,NC,7:30 AM,35.2272086,-80.8430827
Kernersville Elementary School,Elementary,2017-10-14,Kernersville,NC,11:00 AM,36.1198589,-80.0736533
Start High School,High,2017-10-20,Toledo,OH,9:30 PM,41.6529143,-83.5378173
Proctor High School,High,2017-10-27,Utica,NY,2:30 PM,43.1009031,-75.2326641
Pattengill Academy,Middle,2017-11-03,Lansing,MI,4:30 PM,42.7337712,-84.5553805
Benjamin Banneker High School,High,2017-11-09,College Park,GA,3:25 PM,33.6534427,-84.4493725
Lakeview Academy,Elementary,2017-11-10,Milledgeville,GA,8:30 AM,33.0801429,-83.2320991
Lake Minneola High School,High,2017-11-14,Minneola,FL,,28.5756641,-81.7482915
Rancho Tehama Elementary School,Elementary,2017-11-14,Rancho Tehama Reserve,CA,7:50 AM,40.02411,-122.335563
North Side High School,High,2017-11-17,Jackson,TN,9:30 PM,35.6144446,-88.8177418
Manual High School,High,2017-11-23,Denver,CO,12:06 PM,39.7392364,-104.984862
Booksin Elementary School,Elementary,2017-11-28,San Jose,CA,4:00 AM,37.3361663,-121.890591
Bath High School,High,2017-11-29,Lima,OH,7:00 PM,40.7399785,-84.105006
Salem High School,High,2017-11-30,Virginia Beach,VA,8:10 AM,36.8529841,-75.9774183
Aztec High School,High,2017-12-07,Aztec,NM,08:04:00,36.8220629,-107.992899
Champaign Central High School,High,2017-12-09,Champaign,IL,9:20 PM,40.1164841,-88.2430932
High Point Central High School,High,2017-12-11,High Point,NC,2:08 PM,35.9556924,-80.0053176
Sam Rayburn High School,High,2017-12-12,Pasadena,TX,6:00 PM,29.6910753,-95.2092076
Elisha M. Pease Elementary School,Elementary,2017-12-14,Dallas,TX,,32.7762719,-96.7968559
Beecher High School,High,2017-12-19,Beecher,MI,,43.0900266,-83.6944022
Lincoln Elementary School,Elementary,2017-12-27,Lancaster,CA,10:40 PM,34.6981064,-118.1366153
Edna Karr High School,High,2017-12-31,Algiers,LA,8:00 PM,29.9413467,-90.0375901
Pinewood Elementary School,Elementary,2017-12-31,Marysville,WA,11:55 PM,48.0517429,-122.1768209
New Start High School,High,2018-01-04,Seattle,WA,1:30 PM,47.6038321,-122.330062
Forest City School Bus,,2018-01-05,Forest City,IA,,43.2626747,-93.6376741
Coronado Elementary School,Elementary,2018-01-09,Sierra Vista,AZ,9:20 AM,31.5545973,-110.2997756
Montpelier High School,High,2018-01-16,Montpelier,VT,9:30 AM,44.2602244,-72.5750364
Italy High School,High,2018-01-22,Italy,TX,7:53 AM,32.1840381,-96.8847194
NET Charter High School,High,2018-01-22,New Orleans,LA,1:30 PM,29.9759983,-90.0782127
Marshall County High School,High,2018-01-23,Benton,KY,7:57 AM,36.8572781,-88.350315
Murphy High School,High,2018-01-25,Mobile,AL,11:20 AM,30.6913462,-88.0437509
Dearborn High School,High,2018-01-26,Dearborn,MI,8:00 PM,42.3222599,-83.1763145
Lincoln High School,High,2018-01-31,Philadelphia,PA,3:51 PM,39.9527237,-75.1635262
Salvador B. Castro Middle School,Middle,2018-02-01,Los Angeles,CA,8:55 AM,34.0536909,-118.242766
Harmony Learning Center,Elementary,2018-02-05,Maplewood,MN,1:45 PM,45.0082216,-93.0456985
Oxon Hill High School,High,2018-02-05,Oxon Hill,MD,,38.8035961,-76.9896573
The Metropolitan High School,High,2018-02-08,New York,NY,3:20 PM,40.7127281,-74.0060152
Peal-Cohn High School,High,2018-02-09,Nashville,TN,,36.1622767,-86.7742984
Marjory Stoneman Douglas High School,High,2018-02-14,Parkland,FL,2:21 PM,26.3100794,-80.23727
North Broward Preparatory School,K-12,2018-02-15,Coconut Creek,FL,9:30 AM,26.2517482,-80.1789351
Jackson Memorial Middle School,Middle,2018-02-20,Massillon,OH,,40.7965119,-81.5231597
Oakland High School,High,2018-02-26,Tacoma,WA,,47.2455013,-122.438329
Dalton High School,High,2018-02-28,Dalton,GA,11:30 AM,34.7691867,-84.9702475
Kingston High School,K-12,2018-03-05,Cadet,MO,7:40 AM,37.9875505,-90.6884628
Huffman High School,High,2018-03-07,Birmingham,AL,3:45 PM,33.5206824,-86.8024326
Frederick Douglass High School,High,2018-03-09,Lexington,KY,,38.0464066,-84.4970393
George Washington Middle School,Middle,2018-03-13,Alexandria,VA,9:10 AM,38.8051095,-77.0470229
Seaside High School,High,2018-03-13,Seaside,CA,1:20 PM,36.62593,-121.8169260491048
Big Sky High School,High,2018-03-16,Missoula,MT,12:45 PM,46.8701049,-113.995267
Douglass Park Elementary School,Elementary,2018-03-19,Portsmouth,VA,4:23 PM,36.8320081,-76.297699
Great Mills High School,High,2018-03-20,Great Mills,MD,7:55 AM,38.2367924,-76.4971762
Eupora High School,High,2018-03-28,Eupora,MS,2:30 PM,33.5406769,-89.2670124
John Hardin High School,High,2018-03-29,Elizabethtown,KY,1:00 PM,37.693952,-85.8591285
Gloversville Middle School,Middle,2018-04-09,Gloversville,NY,11:00 AM,43.0508945,-74.3452991
Rayton South Middle School,Middle,2018-04-12,Rayton,MO,5:30 PM,-25.740067,28.533168
Jackson High School,High,2018-04-19,Jackson,MI,1:44 PM,42.2465036,-84.4016963
Forest High School,High,2018-04-20,Ocala,FL,08:39:00,29.1871986,-82.1400923
Benjamin E. Mays High School,High,2018-04-23,Atlanta,GA,1:00 PM,33.7489924,-84.3902644
Highland High School,High,2018-04-25,Albuquerque,NM,14:30:00,35.0841034,-106.650985
Enemy Swim Day School,K-8,2018-05-03,Waubay,SD,9:55 PM,45.331904,-97.305085
Waynesboro Elementary School,High,2018-05-03,Waynesboro,TN,,35.3198362,-87.7629269
Fowlerville High School,High,2018-05-05,Fowlerville,MI,3:00 PM,42.6605894,-84.0730142
Highland High School,High,2018-05-11,Palmdale,CA,7:05 AM,34.5793131,-118.11711
Dixon High School,High,2018-05-16,Dixon,IL,8:00 AM,41.8425197,-89.4814291
Central High School,High,2018-05-17,Kansas City,MO,8:30 PM,39.100105,-94.5781416
Mount Zion High School,High,2018-05-18,Atlanta,GA,,33.7489924,-84.3902644
Santa Fe High School,High,2018-05-18,Santa Fe,TX,7:45 AM,29.3780129,-95.1057625
Beaverbrook Elementary School,High,2018-05-21,Griffin,GA,,33.0532429,-83.0214185
Noblesville West Middle School,Middle,2018-05-25,Noblesville,IN,9:00 AM,40.0455918,-86.0085955
McKinney North High School,High,2018-06-01,McKinney,TX,,33.1976496,-96.6154471
Valley Elementary School,Elementary,2018-06-15,Beaver Creek,OH,4:00 AM,40.4900675,-84.546468
Grant High School,High,2018-06-17,Portland,OR,4:45 AM,45.5202471,-122.674194
Skyline High School,High,2018-06-21,Dallas,TX,5:00 AM,32.7762719,-96.7968559
Sentinel High School,High,2018-06-24,Missoula,MT,6:30 PM,46.8701049,-113.995267
Fulton Elementary School,Elementary,2018-06-25,Springfield,OH,3:00 PM,39.9234046,-83.810138
Raineshaven Elementary School,Elementary,2018-07-01,Memphis,TN,9:00 PM,35.1460249,-90.0517638
Sunrise Point Elementary School,Elementary,2018-07-03,Overland,KS,9:00 AM,7.6249662,122.9821399
Milkovich Middle School,Middle,2018-07-11,Maple Heights,OH,8:30 PM,41.4153313,-81.565956
Hurricane High School,High,2018-07-17,Hurricane,WV,6:00 PM,38.4325896,-82.0201368
West Valley Middle School,Middle,2018-07-19,Yakima,WA,5:15 PM,46.601557,-120.510842
Liberty Elementary School,Elementary,2018-08-03,Ottumwa,IA,14:00:00,41.0195659,-92.4116886
Edgewood High School,High,2018-08-04,Edgewood,MD,9:19 PM,39.4187194,-76.2944016
Lakeside Middle School,Middle,2018-08-09,Millville,NJ,8:15 PM,39.4020593,-75.0393368
Antioch High School,High,2018-08-11,Nashville,TN,6:00 PM,36.1622767,-86.7742984
Palm Beach Central High School,High,2018-08-17,Wellington,FL,9:45 PM,26.6586779,-80.2414357
Alabama State University Stadium (high school game),High,2018-08-23,Montgomery,AL,9:30 PM,32.3669656,-86.3006485
Metro East Lutheran High School,High,2018-08-24,Chicago,IL,,41.8755616,-87.6244212
Raines High School,High,2018-08-24,Jacksonville,FL,10:00 PM,30.3321838,-81.655651
Cole Middle School,Middle,2018-08-28,Denver,CO,2:00 PM,39.7392364,-104.984862
Towne Point Elementary School,Elementary,2018-08-29,Dover,DE,10:00 PM,39.158168,-75.5243682
Ottawa Hills High School,High,2018-08-30,Grand Rapids,MI,10:30:00,42.9632425,-85.6678639
Villa Heights Elementary School,Elementary,2018-08-30,Charlotte,NC,8:30 AM,35.2272086,-80.8430827
Balboa High School,High,2018-08-31,San Francisco,CA,3:11 PM,37.7792588,-122.4193286
North Scott Junior High School,Junior High,2018-08-31,Eldridge,IA,8:30 AM,41.6580467,-90.5846035
Luisa Pineiro Fuentes School of Science and Discovery,Elementary,2018-09-03,New York,NY,9:20 PM,40.7127281,-74.0060152
Providence Career and Technical Academy,High,2018-09-05,Providence,RI,2:00 PM,41.8239891,-71.4128343
Herbert Hoover High School,High,2018-09-07,Des Moines,IA,9:00 PM,41.5910323,-93.6046655
Gilroy High School,High,2018-09-09,Gilroy,CA,1:00 PM,37.0065078,-121.5631723
Chatham Academy High School,High,2018-09-10,Chicago,IL,4:00 PM,41.8755616,-87.6244212
Fairley High School,High,2018-09-10,Memphis,TN,4:00 PM,35.1460249,-90.0517638
Canyon Springs High School,High,2018-09-11,Las Vegas,NV,2:40 PM,36.1672559,-115.148516
Boynton Beach High School,High,2018-09-14,Boynton Beach,FL,,26.5256179,-80.0666026
Mariner High School,High,2018-09-14,Everett,WA,9:00 PM,47.9793437,-122.2127011
Blossomwood Elementary School,Elementary,2018-09-17,Huntsville,AL,10:30 AM,34.729847,-86.5859011
CHAMPS Charter High School,High,2018-09-20,Los Angeles,CA,12:10 PM,34.0536909,-118.242766
Pomona High School,High,2018-09-20,Pomona,CA,,34.0553813,-117.7517496
Appling County High School,High,2018-09-24,Baxley,GA,,31.7773202,-82.3490533
Central High School,High,2018-09-24,Philadelphia,PA,8:15 AM,39.9527237,-75.1635262
Lawrence Orr Elementary School,Elementary,2018-09-24,Charlotte,NC,9:00 AM,35.2272086,-80.8430827
Maree Garnett Farring Elementary,Elementary,2018-09-26,Baltimore,MD,,39.2908816,-76.610759
Hebron High School,High,2018-09-27,Carrollton,TX,8:35 PM,32.9537349,-96.8902816
Chamberlain High School,High,2018-09-28,Chamberlain,SD,3:30 PM,43.810817,-99.330178
Chicot Elementary School,Elementary,2018-10-02,Little Rock,AR,10:00 AM,34.7465071,-92.2896267
Denali Montessori Elementary School,Elementary,2018-10-03,Anchorage,AK,10:00:00,61.2163129,-149.894852
Jason Lee Elementary School,Elementary,2018-10-04,Portland,OR,4:35 PM,45.5202471,-122.674194
Haywood High School,High,2018-10-05,Brownsville,TN,9:30 PM,35.5939671,-89.262291
Lake Taylor High School,High,2018-10-05,Norfolk,VA,9:30 PM,36.8448348,-76.2863999
Varina High School,High,2018-10-07,Henrico,VA,9:30 PM,37.4957023,-77.335257
Battle Creek Academy,Elementary,2018-10-12,Battle Creek,MI,1:00 PM,42.3192548,-85.1824269
McGavock High School,High,2018-10-13,Nashville,TN,9:04 PM,36.1622767,-86.7742984
Shiloh Middle School,Middle,2018-10-20,Snellville,GA,3:00 PM,33.857328,-84.0199108
Dunbar Elementary School,Elementary,2018-10-22,Bridgeport,CT,8:00 AM,41.1792695,-73.1887863
Gossler Park Elementary School,Elementary,2018-10-23,Manchester,NH,,42.9956397,-71.4547891
Cody High School,High,2018-10-25,Detroit,MI,,42.3315509,-83.0466403
Butler High School,High,2018-10-29,Matthews,NC,07:15:00,35.1159532,-80.7224386
Crums Lane Elementary School,Elementary,2018-11-04,Louisville,KY,5:57 PM,38.2542376,-85.759407
Academy of Hope,K-8,2018-11-05,Conway,SC,11:00 AM,33.8360035,-79.0478143
Cleveland Elementary School,Elementary,2018-11-08,Santa Barbara,CA,2:00 AM,34.4221319,-119.702667
Garrett Middle School,Middle,2018-11-09,Marietta,GA,,33.9528472,-84.5496148
Eastern Tech High School,High,2018-11-12,Essex,MD,12:23 PM,39.3075071,-76.4790355
Simonsdale Elementary School,Elementary,2018-11-20,Portsmouth,VA,4:00 PM,36.8320081,-76.297699
Pentwater Public School,K-8,2018-11-21,Pentwater,MI,8:45 AM,43.7817341,-86.4331053
Mount Rainier High School,High,2018-11-22,Des Moines,WA,12:00 PM,47.398829,-122.3099093
Skyline High School,High,2018-11-22,Dallas,TX,9:30 AM,32.7762719,-96.7968559
Africentric Early College High School,K-12,2018-11-24,Columbus,OH,6:00 PM,39.9622601,-83.0007065
Strawberry Mansion High School,High,2018-11-28,Philadelphia,PA,3:30 PM,39.9527237,-75.1635262
Jefferson High School,High,2018-12-10,Jefferson,NY,9:49 AM,42.4811884,-74.6104276
Cawood Elementary School,Elementary,2018-12-11,Cawood,KY,8:41 PM,36.7839771,-83.2282326
Dennis Intermediate School,Middle,2018-12-13,Richmond,IN,8:00 AM,39.8286897,-84.8898521
Winnetonka High School,High,2018-12-14,Kansas City,MO,3:00 PM,39.100105,-94.5781416
A I du Pont High School,High,2018-12-18,Greenville,DE,7:45 PM,38.8862247,-75.661873
Central Elementary School,Elementary,2019-01-07,Belmont,CA,11:00 PM,37.5164926,-122.2941914
Cascade Middle School,Middle,2019-01-11,Eugene,OR,10:27 AM,44.0505054,-123.0950506
Central High School,High,2019-01-18,Tuscaloosa,AL,2:30 PM,33.2095614,-87.5675258
Hazelwood East High School,High,2019-01-18,St. Louis,MO,2:30 PM,38.6280278,-90.1910154
Sheppard Middle School,Middle,2019-01-18,Durham,NC,3:30 PM,35.996653,-78.9018053
Lakewood Middle School,Middle,2019-01-19,Overland Park,KS,9:00 PM,38.9742502,-94.6851702
Southern Hills Elementary School,Elementary,2019-01-23,Shreveport,LA,3:00 PM,32.5135356,-93.7477839
Davidson High School,High,2019-01-25,Mobile,AL,9:00 PM,30.6913462,-88.0437509
Manassas High School,High,2019-01-25,Memphis,TN,8:25 AM,35.1460249,-90.0517638
Reno High School,High,2019-01-27,Reno,NV,22:40:00,39.5261206,-119.8126581
Miller Grove High School,High,2019-01-30,Lithonia,GA,7:30 PM,33.7123305,-84.1051939
Atascocita High School,High,2019-01-31,Atascocita,TX,6:20 PM,29.9990074,-95.1620137
Manassas High School,High,2019-01-31,Memphis,TN,4:00 PM,35.1460249,-90.0517638
Minneapolis School District Bus,,2019-02-05,Minneapolis,MN,2:20 PM,44.9772995,-93.2654692
Frederick Douglass High School,High,2019-02-08,Baltimore,MD,1:15 PM,39.2908816,-76.610759
Central Academy of Excellence,High,2019-02-12,Kansas City,MO,20:15:00,39.100105,-94.5781416
V. Sue Cleveland High School,High,2019-02-14,Rio Rancho,NM,7:00 AM,35.2702448,-106.6329806
Eaglecrest High School,High,2019-02-17,Aurora,CO,11:00 AM,41.7571701,-88.3147539
Robert E. Lee High School,High,2019-02-26,Montgomery,AL,11:00:00,32.3669656,-86.3006485
Highlands Elementary School,Elementary,2019-03-01,Mission,KS,13:30:00,39.0277832,-94.6557914
Lake Mary High School,High,2019-03-13,Orlando,FL,8:00 AM,28.5421109,-81.3790304
Blountsville Elementary School,Elementary,2019-03-22,Blountsville,AL,11:30 AM,34.0814863,-86.5911027
Mayport Coastal Sciences Middle School,Middle,2019-03-27,Jacksonville,FL,17:00:00,30.3321838,-81.655651
S V Marshall Elementary,Elementary,2019-03-27,Holmes County,MS,3:00 PM,33.1018124,-90.0656168
"Prescott 
High School",High,2019-04-01,Prescott,AR,9:14 AM,33.8026107,-93.3810057
Aurora West College Preparatory Academy,Unknown,2019-04-03,Aurora,CO,,41.7571701,-88.3147539
Saint Clair Evans Academy,Elementary,2019-04-03,Jacksonville,FL,11:00 AM,30.3321838,-81.655651
St. Josaphat Parish School,Other,2019-04-05,Milwaukee,WI,,43.0349931,-87.922497
Hood Elementary School,Elementary,2019-04-07,Lynn,MA,,42.466763,-70.9494939
Ross Shaw Sterling Aviation High School,High,2019-04-10,Houston,TX,4:00 PM,29.7589382,-95.3676974
Washington Middle School,Middle,2019-04-17,Lyons,IL,1:30 PM,41.811108,-87.8232695
Concord High School,High,2019-04-24,Concord,AR,12:40 PM,35.4706435,-94.2577097
Wynbrooke Elementary Theme School,Elementary,2019-04-25,Stone Mountain,GA,1:00 PM,33.8080924,-84.1706273
Creekside High School,High,2019-04-26,Fairburn,GA,4:30 PM,33.5670562,-84.5810418
C D Hylton High School,High,2019-04-30,Woodbridge,VA,12:00 PM,38.6581723,-77.2497049
Weightman Middle School,Middle,2019-04-30,Wesley Chapel,FL,12:00 PM,28.1866014,-82.36612096903323
STEM School Highlands Ranch,K-12,2019-05-07,Highlands Ranch,CO,2:00 PM,39.5497243,-104.969565
Second Change High School,High,2019-05-08,Chicago,IL,4:00 PM,41.8755616,-87.6244212
Parkrose High School,High,2019-05-17,Portland,OR,11:48 AM,45.5202471,-122.674194
Terry Parker High School,High,2019-05-17,Jacksonville,FL,8:37 PM,30.3321838,-81.655651
Shady Lane Elementary School,Elementary,2019-05-22,Columbus,OH,18:50:00,39.9622601,-83.0007065
Hendley Elementary School,Elementary,2019-05-30,Washington,DC,10:40 PM,4.6529539,-74.0835643
Genevieve Melody STEM Elementary School,Elementary,2019-06-06,Chicago,IL,7:45 PM,41.8755616,-87.6244212
Menta Academy North,Other,2019-06-10,Waukegan,IL,1:45 PM,42.3636331,-87.8447938
Hendley Elementary School,Elementary,2019-06-12,Washington,DC,4:20 PM,4.6529539,-74.0835643
Jefferson Elementary School,Elementary,2019-06-12,Emmaus,PA,10:48 PM,40.5395421,-75.4968502
Tamaques Elementary School,Elementary,2019-06-13,Westfield,NJ,3:55 PM,40.6589912,-74.3473717
Carman-Ainsworth High School,High,2019-06-21,Flint Township,MI,7:33 PM,43.001987650000004,-83.77491554304476
Jack Swigert Aerospace Academy ,Elementary,2019-06-29,Colorado Springs,CO,4:00 AM,38.8339578,-104.825348
School of Science and Applied Learning,Elementary,2019-07-01,New York,NY,10:20 PM,40.7127281,-74.0060152
Williwaw Elementary School,Elementary,2019-07-02,Anchorage,AK,6:47 PM,61.2163129,-149.894852
Bulkeley High School,High,2019-07-11,Hartford,CT,12:00 PM,41.764582,-72.6908547
Monroe Clark Middle School,Middle,2019-07-19,San Diego,CA,11:55 AM,32.7174202,-117.162772
Blount Elementary School,Elementary,2019-08-08,Montgomery,AL,7:30 AM,32.3669656,-86.3006485
West Side High School,High,2019-08-09,Newark,NJ,21:22:00,40.735657,-74.1723667
East Magnet High School,High,2019-08-15,Nashville,TN,,36.1622767,-86.7742984
Lakewood Stadium,High,2019-08-17,Atlanta,GA,9:00 PM,33.7489924,-84.3902644
Saint Patrick School,High,2019-08-20,Carlisle,PA,6:00 PM,40.201499,-77.1890783
Parkway North High School,High,2019-08-23,St. Louis,MO,8:15 PM,38.6280278,-90.1910154
Peek's Chapel Elementary School,Elementary,2019-08-23,Conyers,GA,6:35 PM,33.6676103,-84.0176904
Roosevelt High School,High,2019-08-23,St. Louis,MO,5:00 AM,38.6280278,-90.1910154
William C. Longstreth Elementary School,Elementary,2019-08-24,Philadelphia,PA,7:00 PM,39.9527237,-75.1635262
Hollenbeck Middle School,High,2019-08-27,Los Angeles,CA,11:00 AM,34.0536909,-118.242766
Roosevelt High School,High,2019-08-27,Roosevelt,NY,9:00 AM,40.678713,-73.5890168
Central Catholic High School,High,2019-08-30,Toledo,OH,9:30 PM,41.6529143,-83.5378173
Kinston High School,High,2019-08-30,Kingston,NC,10:00 PM,35.9587941,-78.54340242581414
Ladd-Peebles Stadium,High,2019-08-30,Mobile,AL,22:00:00,30.6913462,-88.0437509
Northwood Elementary School,Elementary,2019-09-02,Baltimore,MD,8:00 PM,39.2908816,-76.610759
Center Point High School,High,2019-09-06,Center Point,AL,9:00 PM,31.9898734,-86.0871798
McKee Middle School,Middle,2019-09-06,Jeannette,PA,21:20:00,40.3281247,-79.6153198
West Palmer High School,High,2019-09-06,Morrisville,PA,10:00 PM,40.2114978,-74.7879399
South Aiken High School,High,2019-09-10,Aiken,SC,3:30 PM,33.5616173,-81.7224579
Manhattan High School,High,2019-09-12,Manhattan,KS,6:45 PM,39.1836082,-96.5716694
Ethel M. Gildersleeve Middle School,Middle,2019-09-13,Newport News,VA,9:34 PM,36.9775016,-76.42977
Granger High School,High,2019-09-13,West Valley City,UT,8:30 PM,40.6967254,-111.986821
Eastern Hills High School,High,2019-09-14,Fort Worth,TX,3:45 PM,32.753177,-97.3327459
Illinois Central School Bus,,2019-09-16,Kankakee,IL,3:20 PM,41.1200325,-87.8611531
Phoebus High School,High,2019-09-16,Hampton,VA,11:55 AM,37.0300969,-76.3452057
Simon Gratz High School Mastery Charter,High,2019-09-20,Philadelphia,PA,7:30 PM,39.9527237,-75.1635262
De Anza High School,High,2019-09-27,Richmond,CA,21:00:00,37.9357576,-122.347748
Zebulon B. Vance High School,High,2019-09-27,Charlotte,NC,8:30 PM,35.2272086,-80.8430827
South Atlanta High School,High,2019-10-02,Atlanta,GA,8:30 PM,33.7489924,-84.3902644
Sheridan High School,High,2019-10-08,Sheridan,CO,7:45 PM,34.3100971,-92.4013484
Westbury High School,High,2019-10-08,Houston,TX,,29.7589382,-95.3676974
Greenhalge Elementary School,Elementary,2019-10-09,Lowell,MA,1:34 PM,42.6414437,-71.3085329
Rayne High School,High,2019-10-11,Rayne,LA,9:00 PM,30.234925,-92.2684617
George Washington Carver High School,High,2019-10-15,New Orleans,LA,9:40 AM,29.9759983,-90.0782127
Creekside High School,High,2019-10-18,South Fulton,GA,10:00 PM,33.5902659,-84.6712292
Fond Du Lac Ojibwe High School,High,2019-10-18,Cloquet,MN,10:00:00,46.7217279,-92.4613669
Woodward High School,High,2019-10-18,Toledo,OH,9:04 PM,41.6529143,-83.5378173
Brick Memorial High School,High,2019-10-22,Brick Township,NJ,13:45:00,40.0707244,-74.1280562
Ridgway High School,High,2019-10-22,Santa Rosa,CA,08:56:00,38.4404925,-122.7141049
Laurel Woods Elementary School,Elementary,2019-10-27,Laurel,MD,7:42 PM,39.0984317,-76.8485094
New Dawn Charter High School,High,2019-10-29,New York,NY,4:00 PM,40.7127281,-74.0060152
