,LONCOD,LATCOD,CDCODE,year_x,school,city_x,state_x,address,urbanrural,race,killed_x,injured_x,victims,date_x,type,NCESSCH,time_x,uid,nces_school_id,nces_district_id,district_name,date_y,school_year,year_y,time_y,day_of_week,city_y,state_y,school_type,enrollment,killed_y,injured_y,casualties,shooting_type,age_shooter1,gender_shooter1,race_ethnicity_shooter1,shooter_relationship1,shooter_deceased1,deceased_notes1,age_shooter2,gender_shooter2,race_ethnicity_shooter2,shooter_relationship2,shooter_deceased2,deceased_notes2,white,black,hispanic,asian,american_indian_alaska_native,hawaiian_native_pacific_islander,two_or_more,resource_officer,weapon,weapon_source,lat,long,staffing,low_grade,high_grade,lunch,county,state_fips,county_fips,ulocale,Incident_ID,Date,Quarter,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
128,-118.296334,33.866372,635.0,2011,Gardena High School,Gardena,California,1301 W 182nd St,urban,HISP,0,2,2,18-Jan-11,High School,62271003034.0,10:40AM,34,062271003034,622710.0,Los Angeles Unified,2/6/2002,2001-2002,2002,2:50 PM,Wednesday,Los Angeles,California,public,3198,0,2,2,targeted,17.0,m,,student,0.0,,,,,,,,77.0,1381.0,1492,244.0,4.0,,,0,pistol,,33.866342,-118.296704,133.2,9,12,1941,Los Angeles County,6,6037,11.0,20110118CAGAL,2011-01-18,Winter,Los Angeles,CA,High,Classroom,Yes,Morning Classes,10:40 AM,No,No,No,No
129,-118.296334,33.866372,635.0,2011,Gardena High School,Gardena,California,1301 W 182nd St,urban,HISP,0,2,2,18-Jan-11,High School,62271003034.0,10:40AM,124,062271003034,622710.0,Los Angeles Unified,1/18/2011,2010-2011,2011,10:40 AM,Tuesday,Los Angeles,California,public,2299,0,2,2,accidental,17.0,m,,student,0.0,,,,,,,,22.0,610.0,1490,140.0,9.0,,,0,9-mm Beretta handgun,,33.866372,-118.29633,,8,12,1556,Los Angeles County,6,6037,13.0,20020206CAGAL,2002-02-06,Winter,Los Angeles,CA,High,Bathroom,Yes,Afternoon Classes,2:50 PM,No,No,No,No
130,-118.296334,33.866372,635.0,2011,Gardena High School,Gardena,California,1301 W 182nd St,urban,HISP,0,2,2,18-Jan-11,High School,62271003034.0,10:40AM,124,062271003034,622710.0,Los Angeles Unified,1/18/2011,2010-2011,2011,10:40 AM,Tuesday,Los Angeles,California,public,2299,0,2,2,accidental,17.0,m,,student,0.0,,,,,,,,22.0,610.0,1490,140.0,9.0,,,0,9-mm Beretta handgun,,33.866372,-118.29633,,8,12,1556,Los Angeles County,6,6037,13.0,20110118CAGAL,2011-01-18,Winter,Los Angeles,CA,High,Classroom,Yes,Morning Classes,10:40 AM,No,No,No,No
131,-120.779419,38.735106,604.0,2011,Louisiana Schnell Elementary School,Placerville,California,2871 Schnell School Rd,suburbtown,WHITE,1,0,1,2-Feb-11,Elementary School,63078004786.0,10:40AM,125,063078004786,630780.0,Placerville Union Elementary,2/2/2011,2010-2011,2011,10:37 AM,Wednesday,Placerville,California,public,424,1,0,1,targeted,44.0,m,w,janitor,0.0,,,,,,,,259.0,2.0,121,3.0,8.0,0.0,31.0,0,.357-caliber revolver,legally purchased by shooter,38.735106,-120.779419,,KG,5,264,El Dorado County,6,6017,32.0,20110202CALOP,2011-02-02,Winter,Placerville,CA,Elementary,Office,Yes,Morning Classes,10:37 AM,No,No,No,No
132,-81.494124,28.673157,1224.0,2011,Sheeler Charter High School,Apopka,Florida,871 E Semoran Blvd,suburbtown,BLACK,0,1,1,13-Apr-11,High School,120144003884.0,12:00PM,127,120144003884,1201440.0,Orange,4/13/2011,2010-2011,2011,12:00 PM,Wednesday,Apopka,Florida,public,465,0,1,1,accidental,17.0,m,b,,0.0,,,,,,,,104.0,250.0,101,2.0,1.0,0.0,7.0,1,,,28.673157,-81.494124,7.0,9,12,183,Orange County,12,12065,21.0,20110413FLSHA,2011-04-13,Spring,Apopka,FL,High,Parking Lot,Yes,Lunch,12:00 PM,No,No,No,No
133,-78.762384,35.034044,3707.0,2011,Cape Fear High School,Fayetteville,North Carolina,4762 Clinton Rd,rural,WHITE,0,1,1,24-Oct-11,High School,370001100402.0,1:00PM,129,370001100402,3700011.0,Cumberland County Schools,10/24/2011,2011-2012,2011,1:00 PM,Monday,Fayetteville,North Carolina,public,1575,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,913.0,437.0,83,9.0,71.0,3.0,59.0,0,.22-caliber Daisy rifle,,35.034044,-78.762384,93.86,9,12,690,Cumberland County,37,37051,41.0,20111024NCCAF,2011-10-24,Fall,Fayetteville,NC,High,Beside Building,Yes,Afternoon Classes,1:00 PM,No,No,No,No
134,-95.26259,29.868788,4818.0,2012,North Forest High School,Houston,Texas,10726 Mesa Dr,urban,BLACK,0,1,1,10-Jan-12,High School,483306003674.0,12:30PM,131,483306003674,4833060.0,North Forest ISD,1/10/2012,2011-2012,2012,12:30 PM,Tuesday,Houston,Texas,public,1274,0,1,1,targeted,18.0,m,,student,0.0,,,,,,,,8.0,868.0,395,0.0,2.0,1.0,0.0,1,handgun,,29.868788,-95.26259,88.68,9,12,1271,Harris County,48,48201,11.0,20081125TXNOH,2008-11-25,Fall,Houston,TX,High,Beside Building,No,School Event,9:45 PM,No,No,No,No
135,-95.26259,29.868788,4818.0,2012,North Forest High School,Houston,Texas,10726 Mesa Dr,urban,BLACK,0,1,1,10-Jan-12,High School,483306003674.0,12:30PM,131,483306003674,4833060.0,North Forest ISD,1/10/2012,2011-2012,2012,12:30 PM,Tuesday,Houston,Texas,public,1274,0,1,1,targeted,18.0,m,,student,0.0,,,,,,,,8.0,868.0,395,0.0,2.0,1.0,0.0,1,handgun,,29.868788,-95.26259,88.68,9,12,1271,Harris County,48,48201,11.0,20120110TXNOH,2012-01-10,Winter,Houston,TX,High,Hallway,Yes,Afternoon Classes,12:30 PM,,No,No,No
136,-95.26259,29.868788,4818.0,2012,North Forest High School,Houston,Texas,10726 Mesa Dr,urban,BLACK,0,1,1,10-Jan-12,High School,483306003674.0,12:30PM,131,483306003674,4833060.0,North Forest ISD,1/10/2012,2011-2012,2012,12:30 PM,Tuesday,Houston,Texas,public,1274,0,1,1,targeted,18.0,m,,student,0.0,,,,,,,,8.0,868.0,395,0.0,2.0,1.0,0.0,1,handgun,,29.868788,-95.26259,88.68,9,12,1271,Harris County,48,48201,11.0,20210609TXNOH,2021-06-09,Summer,Houston,TX,High,Parking Lot,Yes,School Event,10:20:00,No,No,No,No
137,-95.26259,29.868788,4818.0,2012,North Forest High School,Houston,Texas,10726 Mesa Dr,urban,BLACK,0,1,1,10-Jan-12,High School,483306003674.0,12:30PM,276,482364013022,4823640.0,Houston Isd,6/9/2021,2020-2021,2021,10:30 AM,Wednesday,Houston,Texas,public,976,0,1,1,targeted,,,,,,,,,,,,,6.0,570.0,397,0.0,2.0,0.0,1.0,0,,,29.867029,-95.259744,58.28,9,12,931,Harris County,48,48201,11.0,20081125TXNOH,2008-11-25,Fall,Houston,TX,High,Beside Building,No,School Event,9:45 PM,No,No,No,No
138,-95.26259,29.868788,4818.0,2012,North Forest High School,Houston,Texas,10726 Mesa Dr,urban,BLACK,0,1,1,10-Jan-12,High School,483306003674.0,12:30PM,276,482364013022,4823640.0,Houston Isd,6/9/2021,2020-2021,2021,10:30 AM,Wednesday,Houston,Texas,public,976,0,1,1,targeted,,,,,,,,,,,,,6.0,570.0,397,0.0,2.0,0.0,1.0,0,,,29.867029,-95.259744,58.28,9,12,931,Harris County,48,48201,11.0,20120110TXNOH,2012-01-10,Winter,Houston,TX,High,Hallway,Yes,Afternoon Classes,12:30 PM,,No,No,No
139,-95.26259,29.868788,4818.0,2012,North Forest High School,Houston,Texas,10726 Mesa Dr,urban,BLACK,0,1,1,10-Jan-12,High School,483306003674.0,12:30PM,276,482364013022,4823640.0,Houston Isd,6/9/2021,2020-2021,2021,10:30 AM,Wednesday,Houston,Texas,public,976,0,1,1,targeted,,,,,,,,,,,,,6.0,570.0,397,0.0,2.0,0.0,1.0,0,,,29.867029,-95.259744,58.28,9,12,931,Harris County,48,48201,11.0,20210609TXNOH,2021-06-09,Summer,Houston,TX,High,Parking Lot,Yes,School Event,10:20:00,No,No,No,No
140,-81.199958,41.591297,3914.0,2012,Chardon High School,Chardon,Ohio,151 Chardon Ave,suburbtown,WHITE,3,3,6,27-Feb-12,High School,390471802789.0,7:30AM,134,390471802789,3904718.0,Chardon Local,2/27/2012,2011-2012,2012,7:30 AM,Monday,Chardon,Ohio,public,1058,3,3,6,indiscriminate,17.0,m,w,"student at neighboring school, rode bus with some victims",0.0,,,,,,,,1028.0,5.0,9,4.0,4.0,0.0,8.0,0,Ruger MK III .22 caliber semi-automatic handgun,uncle,41.591297,-81.199958,58.0,9,12,193,Geauga County,39,39055,31.0,20120227OHCHC,2012-02-27,Winter,Chardon,OH,High,Cafeteria,Yes,School Start,7:30 AM,No,No,No,Yes
141,-81.624244,30.3101978,,2012,Episcopal School of Jacksonville,Jacksonville,Florida,4455 Atlantic Blvd,urban,WHITE,1,0,1,6-Mar-12,High School,259508.0,1:30PM,135,259508,,,3/6/2012,2011-2012,2012,1:15 PM,Tuesday,Jacksonville,Florida,private,869,1,0,1,targeted,28.0,m,w,fired teacher,1.0,suicide,,,,,,,753.0,44.0,25,5.0,3.0,0.0,39.0,0,AK-47 assault-style rifle,legally purchased at gun show,30.308617,-81.617917,92.8,6,12,,Duval County,12,12031,11.0,20120306FLEPJ,2012-03-06,Spring,Jacksonville,FL,Unknown,Office,Yes,Afternoon Classes,1:15 PM,No,No,No,No
142,-79.068506,35.879122,3704.0,2012,Mary Scroggs Elementary School,Chapel Hill,North Carolina,501 Kildaire Road,urban,WHITE,1,0,1,25-May-12,Elementary School,370072002474.0,2:00PM,137,370072002474,3700720.0,Chapel Hill-Carrboro Schools,5/25/2012,2011-2012,2012,2:00 PM,Friday,Chapel Hill,North Carolina,public,614,1,0,1,targeted,49.0,m,,parent of students,0.0,,,,,,,,325.0,32.0,106,66.0,1.0,0.0,84.0,0,Charter Arms .44 Bulldog revolver,,35.879122,-79.068506,42.73,KG,5,135,Orange County,37,37135,13.0,20120525NCMAC,2012-05-25,Spring,Chapel Hill,NC,Elementary,Parking Lot,Yes,Dismissal,2:04 PM,No,Yes,No,No
143,-76.466091,39.39186,2401.0,2012,Perry Hall High School,Baltimore,Maryland,4601 Ebenezer Road,suburbtown,WHITE,0,1,1,27-Aug-12,High School,240012000446.0,10:45AM,138,240012000446,2400120.0,Baltimore County Public Schools,8/27/2012,2012-2013,2012,10:45 AM,Monday,Baltimore,Maryland,public,2209,0,1,1,indiscriminate,15.0,m,w,student,0.0,,,,,,,,1361.0,508.0,79,213.0,2.0,1.0,45.0,1,shotgun,,39.39186,-76.466091,129.6,9,12,550,Baltimore County,24,24005,21.0,20120827MDPEP,2012-08-27,Summer,Perry Hall,MD,High,Cafeteria,Yes,Morning Classes,10:45 AM,No,No,No,Yes
144,-84.387442,33.708772,1305.0,2013,Price Middle School,Atlanta,Georgia,1670 Benjamin Weldon Bickers Dr SE,urban,BLACK,0,1,1,31-Jan-13,Middle School,130012000060.0,1:50PM,143,130012000060,1300120.0,Atlanta Public Schools,1/31/2013,2012-2013,2013,1:50 PM,Thursday,Atlanta,Georgia,public,403,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,0.0,380.0,20,0.0,0.0,0.0,3.0,1,small-caliber handgun,,33.708772,-84.387442,36.0,6,8,384,Fulton County,13,13121,11.0,20130131GAPRA,2013-01-31,Winter,Atlanta,GA,Middle,Hallway,Yes,Afternoon Classes,1:50 PM,No,No,Yes,No
145,-80.453001,25.5369,1226.0,2013,Redland Middle School,Homestead,Florida,16001 SW 248th St,rural,HISP,0,1,1,24-May-13,Middle School,120039000578.0,,145,120039000578,1200390.0,Dade,5/23/2013,2012-2013,2013,,Thursday,Homestead,Florida,public,493,0,1,1,accidental,11.0,m,,student,0.0,,,,,,,,44.0,185.0,257,3.0,0.0,0.0,4.0,0,.38 caliber handgun,,25.5369,-80.453001,30.0,6,8,448,Miami-Dade County,12,12086,41.0,20130523FLREH,2013-05-23,Spring,Homestead,FL,Middle,Classroom,Yes,Afternoon Classes,2:40 PM,No,No,No,No
146,-81.477878,28.5756506,,2013,Agape Christian Academy,Pine Hills,Florida,2425 N Hiawassee Rd,suburbtown,BLACK,0,2,2,4-Oct-13,PreK-12,,2:00PM,148,A0300751,,,10/4/2013,2013-2014,2013,2:00 PM,Friday,Pine Hills,Florida,private,331,0,2,2,targeted,,,,none,0.0,,,,,,,,3.0,259.0,4,0.0,0.0,65.0,0.0,0,,,28.57586,-81.475051,22.0,K,12,,Orange County,12,12095,21.0,20131004FLAGP,2013-10-04,Fall,Pine Hills,FL,K-12,Football Field/Track,No,Dismissal,2:00 PM,No,No,Yes,No
147,-119.7694,39.5517,3202.0,2013,Sparks Middle School,Sparks,Nevada,2275 18th St,suburbtown,HISP,1,2,3,21-Oct-13,Middle School,320048000247.0,7:00AM,150,320048000247,3200480.0,Washoe County School District,10/21/2013,2013-2014,2013,7:15 AM,Monday,Sparks,Nevada,public,721,1,2,3,indiscriminate,12.0,m,h,student,1.0,suicide,,,,,,,146.0,13.0,501,26.0,4.0,9.0,22.0,0,Ruger SR9C semi-automatic handgun (9mm),father,39.5517,-119.7694,35.0,7,8,538,Washoe County,32,32031,21.0,20131021NVSPS,2013-10-21,Fall,Sparks,NV,Middle,Beside Building,Yes,Before School,7:15 AM,Yes,No,No,
148,-81.5673,28.5428,1210.0,2013,West Orange High School,Winter Garden,Florida,1625 Beulah Rd,suburbtown,WHITE,0,1,1,4-Dec-13,High School,120144001454.0,1:15PM,152,120144001454,1201440.0,Orange,12/4/2013,2013-2014,2013,1:15 PM,Wednesday,Winter Garden,Florida,public,3749,0,1,1,targeted,17.0,m,b,student,0.0,,,,,,,,1927.0,594.0,898,211.0,28.0,11.0,80.0,1,,,28.5428,-81.5673,158.0,9,12,1255,Orange County,12,12095,21.0,19771212FLWEW,1977-12-12,Winter,Winter Garden,FL,High,Office,No,After School,4:00 PM,No,No,No,No
149,-81.5673,28.5428,1210.0,2013,West Orange High School,Winter Garden,Florida,1625 Beulah Rd,suburbtown,WHITE,0,1,1,4-Dec-13,High School,120144001454.0,1:15PM,152,120144001454,1201440.0,Orange,12/4/2013,2013-2014,2013,1:15 PM,Wednesday,Winter Garden,Florida,public,3749,0,1,1,targeted,17.0,m,b,student,0.0,,,,,,,,1927.0,594.0,898,211.0,28.0,11.0,80.0,1,,,28.5428,-81.5673,158.0,9,12,1255,Orange County,12,12095,21.0,20131204FLWEW,2013-12-04,Winter,Winter Garden,FL,High,Beside Building,No,Dismissal,1:15 PM,No,No,No,No
150,-104.9628,39.5817,806.0,2013,Arapahoe High School,Centennial,Colorado,2201 E Dry Creek Rd,suburbtown,WHITE,1,0,1,13-Dec-13,High School,80531000873.0,12:33PM,153,080531000873,805310.0,"Littleton, School District No. 6, In The County Of Arapahoe",12/13/2013,2013-2014,2013,12:30 PM,Friday,Centennial,Colorado,public,2273,1,0,1,targeted,18.0,m,w,student,1.0,suicide,,,,,,,1879.0,26.0,225,57.0,9.0,3.0,74.0,1,Savage Arms Stevens Model 320 pump-action shotgun,legally purchased by shooter at Cabela's,39.5817,-104.9628,98.96,9,12,200,Arapahoe County,8,8005,21.0,20131213COARC,2013-12-13,Winter,Centennial,CO,High,Other,Yes,Lunch,00:00:00,Yes,No,No,Yes
151,-88.7593,35.675,4708.0,2014,Liberty Technology Magnet High School,Jackson,Tennessee,3470 Ridgecrest Rd Exd,rural,BLACK,0,1,1,9-Jan-14,High School,470258002032.0,2:20PM,154,470258002032,4702580.0,Madison County,1/9/2014,2013-2014,2014,2:21 PM,Thursday,Jackson,Tennessee,public,802,0,1,1,targeted,16.0,m,b,student,0.0,,,,,,,,275.0,503.0,15,2.0,2.0,0.0,5.0,0,handgun,,35.675,-88.7593,60.3,9,12,561,Madison County,47,47113,41.0,20140109TNLIJ,2014-01-09,Winter,Jackson,TN,High,Parking Lot,No,Dismissal,2:21 PM,No,No,No,No
152,-104.5115,33.4736,3502.0,2014,Berrendo Middle School,Roswell,New Mexico,485 Calle Don Tomas,rural,WHITE,0,2,2,14-Jan-14,Middle School,350225000506.0,8:11AM,155,350225000506,3502250.0,Roswell Independent Schools,1/14/2014,2013-2014,2014,7:30 AM,Tuesday,Roswell,New Mexico,public,632,0,3,3,targeted,12.0,m,w,student,0.0,,,,,,,,311.0,6.0,302,9.0,1.0,2.0,1.0,1,shotgun,,33.4736,-104.5115,36.5,6,8,365,Chaves County,35,35005,41.0,20140114NMBER,2014-01-14,Winter,Roswell,NM,Middle,Gym,Yes,Before School,07:30:00,Yes,No,No,Yes
153,-93.6223,41.6177,1903.0,2014,North High School,Des Moines,Iowa,501 Holcomb Ave,urban,WHITE,0,1,1,31-Jan-14,High School,190897000566.0,10:51PM,281,272124004557,2721240.0,Minneapolis Public School District,1/16/2019,2018-2019,2019,12:30 PM,Wednesday,Minneapolis,Minnesota,public,382,0,0,0,unclear,,,,,,,,,,,,,6.0,339.0,15,6.0,7.0,1.0,8.0,0,,,44.994017,-93.300234,49.28,9,12,276,Hennepin County,27,27053,11.0,20140131IANOD,2014-01-31,Winter,Des Moines,IA,High,Basketball Court,No,Sport Event,,No,No,Yes,No
154,-93.6223,41.6177,1903.0,2014,North High School,Des Moines,Iowa,501 Holcomb Ave,urban,WHITE,0,1,1,31-Jan-14,High School,190897000566.0,10:51PM,281,272124004557,2721240.0,Minneapolis Public School District,1/16/2019,2018-2019,2019,12:30 PM,Wednesday,Minneapolis,Minnesota,public,382,0,0,0,unclear,,,,,,,,,,,,,6.0,339.0,15,6.0,7.0,1.0,8.0,0,,,44.994017,-93.300234,49.28,9,12,276,Hennepin County,27,27053,11.0,20140919IANOD,2014-09-19,Fall,Des Moines,IA,High,Front of School,No,Not a School Day,10:00 PM,No,No,Yes,No
155,-80.4849,35.6648,3712.0,2014,Salisbury High School,Salisbury,North Carolina,500 Lincolnton Rd,suburbtown,BLACK,0,1,1,10-Feb-14,High School,370405002253.0,3:00PM,161,370405002253,3704050.0,Rowan-Salisbury Schools,2/10/2014,2013-2014,2014,2:41 PM,Monday,Salisbury,North Carolina,public,858,0,1,1,targeted,17.0,m,b,,0.0,,,,,,,,274.0,399.0,140,22.0,5.0,0.0,18.0,1,9mm gun (type unknown),,35.6648,-80.4849,54.53,9,12,577,Rowan County,37,37159,22.0,20140210NCSAS,2014-02-10,Winter,Salisbury,NC,High,Beside Building,No,Dismissal,12:00 AM,No,No,No,No
156,-122.4026,45.5285,4103.0,2014,Reynolds High School,Troutdale,Oregon,1698 SW Cherry Park Rd,suburbtown,WHITE,1,1,2,10-Jun-14,High School,411052001009.0,8:00AM,165,411052001009,4110520.0,Reynolds SD 7,6/10/2014,2013-2014,2014,8:07 AM,Tuesday,Troutdale,Oregon,public,2806,1,1,2,indiscriminate,15.0,m,w,student,1.0,suicide,,,,,,,1208.0,231.0,917,263.0,21.0,41.0,125.0,1,M4 AR-15 rifle,brother,45.5285,-122.4026,106.78,9,12,1744,Multnomah County,41,41051,21.0,20140610ORRET,2014-06-10,Summer,Troutdale,OR,High,Gym,Yes,Morning Classes,8:07 AM,No,,No,Yes
157,-80.243461,25.84814,1224.0,2014,Stellar Leadership Academy,Miami,Florida,7900 NW 27th Ave,suburbtown,BLACK,0,1,1,9-Sep-14,High School,120039005495.0,12:51PM,166,120039005495,1200390.0,Dade,9/9/2014,2014-2015,2014,,Tuesday,Miami,Florida,public,233,0,1,1,targeted,,,,,0.0,,,,,,,,0.0,204.0,29,0.0,0.0,0.0,0.0,0,,,25.84814,-80.243461,13.0,9,12,62,Miami-Dade County,12,12086,21.0,20140909FLSTM,2014-09-09,Fall,Miami,FL,High,Beside Building,Yes,Afternoon Classes,,No,No,No,No
158,-80.193152,35.371268,3708.0,2014,Albemarle High School,Albermarle,North Carolina,311 Park Ridge Rd,suburbtown,WHITE,0,1,1,30-Sep-14,High School,370432000022.0,7:40AM,168,370432000022,3704320.0,Stanly County Schools,9/30/2014,2014-2015,2014,7:40 AM,Tuesday,Albemarle,North Carolina,public,464,0,1,1,targeted,15.0,m,,student,0.0,,,,,,,,199.0,180.0,30,23.0,3.0,0.0,29.0,1,handgun,,35.371268,-80.193152,34.66,9,12,327,Stanly County,37,37167,32.0,20140930NCALA,2014-09-30,Fall,Albemarle,NC,High,Courtyard,Yes,Before School,7:40 AM,No,No,No,No
159,-96.69975,43.43212,4600.0,2015,Harrisburg High School,Harrisburg,South Dakota,1300 West Willow St,rural,WHITE,0,1,1,30-Sep-15,High School,463135000264.0,10:00AM,173,463135000264,4631350.0,Harrisburg School District 41-2,9/30/2015,2015-2016,2015,10:00 AM,Wednesday,Harrisburg,South Dakota,public,802,0,1,1,targeted,16.0,m,w,student,0.0,,,,,,,,738.0,12.0,17,9.0,10.0,0.0,16.0,0,handgun,,43.43212,-96.6998,64.2,9,12,117,Lincoln County,46,46083,41.0,20150930SDHAH,2015-09-30,Fall,Harrisburg,SD,High,Office,Yes,Morning Classes,10:00:00,No,No,No,Yes
160,-96.69975,43.43212,4600.0,2015,Harrisburg High School,Harrisburg,South Dakota,1300 West Willow St,rural,WHITE,0,1,1,30-Sep-15,High School,463135000264.0,10:00AM,173,463135000264,4631350.0,Harrisburg School District 41-2,9/30/2015,2015-2016,2015,10:00 AM,Wednesday,Harrisburg,South Dakota,public,802,0,1,1,targeted,16.0,m,w,student,0.0,,,,,,,,738.0,12.0,17,9.0,10.0,0.0,16.0,0,handgun,,43.43212,-96.6998,64.2,9,12,117,Lincoln County,46,46083,41.0,20210907PAHAH,2021-09-07,Fall,Harrisburg,PA,High,Parking Lot,Yes,Dismissal,03:00:00,No,No,No,No
161,-92.779558,33.651403,504.0,2016,Harmony Grove High School,Camden,Arkansas,401 Ouachita Rd 88,rural,WHITE,0,1,1,13-Jan-16,High School,50729000443.0,3:00PM,177,050729000443,507290.0,Harmony Grove School District,1/13/2016,2015-2016,2016,3:00 PM,Wednesday,Camden,Arkansas,public,393,0,1,1,accidental,17.0,m,,student,0.0,,,,,,,,294.0,69.0,20,3.0,0.0,1.0,6.0,0,pistol,,33.6514,-92.7796,47.17,7,12,195,Ouachita County,5,5103,42.0,20160113ARHAB,2016-01-13,Winter,Benton,AR,High,Parking Lot,No,After School,3:00 PM,No,No,No,No
162,-112.221045,33.53216,407.0,2016,Independence High School,Glendale,Arizona,6602 N 75th Avenue,suburbtown,HISP,1,0,1,12-Feb-16,High School,40345000284.0,8:00AM,179,040345000284,403450.0,Glendale Union High School District,2/12/2016,2015-2016,2016,7:53 AM,Friday,Glendale,Arizona,public,2114,1,0,1,targeted,15.0,f,,student,1.0,suicide,,,,,,,247.0,190.0,1535,42.0,29.0,3.0,68.0,0,9mm Beretta pistol,"classmate, who took from parents",33.53216,-112.221,89.6,9,12,1584,Maricopa County,4,4013,21.0,20160212AZING,2016-02-12,Winter,Glendale,AZ,High,Courtyard,Yes,Before School,7:53 AM,No,Yes,No,No
163,-86.681986,33.612911,107.0,2016,Huffman High School,Birmingham,Alabama,950 Springville Rd,urban,BLACK,0,1,1,15-Mar-16,High School,10039000141.0,2:25PM,181,010039000141,100390.0,Birmingham City,3/15/2016,2015-2016,2016,2:30 PM,Tuesday,Birmingham,Alabama,public,1433,0,1,1,targeted,19.0,m,b,brother of student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20040803ALHUB,2004-08-03,Summer,Birmingham,AL,High,Parking Lot,Yes,Morning Classes,8:45 AM,No,No,No,No
164,-86.681986,33.612911,107.0,2016,Huffman High School,Birmingham,Alabama,950 Springville Rd,urban,BLACK,0,1,1,15-Mar-16,High School,10039000141.0,2:25PM,181,010039000141,100390.0,Birmingham City,3/15/2016,2015-2016,2016,2:30 PM,Tuesday,Birmingham,Alabama,public,1433,0,1,1,targeted,19.0,m,b,brother of student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20160315ALHUB,2016-03-15,Spring,Birmingham,AL,High,Parking Lot,Yes,Dismissal,2:30 PM,No,No,No,No
165,-86.681986,33.612911,107.0,2016,Huffman High School,Birmingham,Alabama,950 Springville Rd,urban,BLACK,0,1,1,15-Mar-16,High School,10039000141.0,2:25PM,181,010039000141,100390.0,Birmingham City,3/15/2016,2015-2016,2016,2:30 PM,Tuesday,Birmingham,Alabama,public,1433,0,1,1,targeted,19.0,m,b,brother of student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20180307ALHUB,2018-03-07,Spring,Birmingham,AL,High,Inside School Building,Yes,After School,3:45 PM,No,No,No,No
166,-86.681986,33.612911,107.0,2016,Huffman High School,Birmingham,Alabama,950 Springville Rd,urban,BLACK,0,1,1,15-Mar-16,High School,10039000141.0,2:25PM,211,010039000141,100390.0,Birmingham City,3/7/2018,2017-2018,2018,3:45 PM,Wednesday,Birmingham,Alabama,public,1433,1,0,1,accidental,17.0,m,b,student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,pistol,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20040803ALHUB,2004-08-03,Summer,Birmingham,AL,High,Parking Lot,Yes,Morning Classes,8:45 AM,No,No,No,No
167,-86.681986,33.612911,107.0,2016,Huffman High School,Birmingham,Alabama,950 Springville Rd,urban,BLACK,0,1,1,15-Mar-16,High School,10039000141.0,2:25PM,211,010039000141,100390.0,Birmingham City,3/7/2018,2017-2018,2018,3:45 PM,Wednesday,Birmingham,Alabama,public,1433,1,0,1,accidental,17.0,m,b,student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,pistol,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20160315ALHUB,2016-03-15,Spring,Birmingham,AL,High,Parking Lot,Yes,Dismissal,2:30 PM,No,No,No,No
168,-86.681986,33.612911,107.0,2016,Huffman High School,Birmingham,Alabama,950 Springville Rd,urban,BLACK,0,1,1,15-Mar-16,High School,10039000141.0,2:25PM,211,010039000141,100390.0,Birmingham City,3/7/2018,2017-2018,2018,3:45 PM,Wednesday,Birmingham,Alabama,public,1433,1,0,1,accidental,17.0,m,b,student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,pistol,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20180307ALHUB,2018-03-07,Spring,Birmingham,AL,High,Inside School Building,Yes,After School,3:45 PM,No,No,No,No
169,-86.681986,33.612911,107.0,2018,Huffman High School,Birmingham,Alabama,950 Springville Road,urban,BLACK,1,1,2,7-Mar-18,High School,10039000141.0,3:45PM,181,010039000141,100390.0,Birmingham City,3/15/2016,2015-2016,2016,2:30 PM,Tuesday,Birmingham,Alabama,public,1433,0,1,1,targeted,19.0,m,b,brother of student,0.0,,,,,,,,13.0,1341.0,63,2.0,6.0,0.0,8.0,1,,,33.61291,-86.682,66.0,9,12,775,Jefferson County,1,1073,12.0,20040803ALHUB,2004-08-03,Summer,Birmingham,AL,High,Parking Lot,Yes,Morning Classes,8:45 AM,No,No,No,No
